CBB CCC BBB CCC BBB CCB CCC BBB CBB CBB BBB CBB BBB CCC CBB BBB CCC CCC BBB BBB BBB CBB BBB CBB CCB CCC CBB CCB CCC CCC BBB CCB CCC CCB CBB CCB CCB BBB CCC CBB CCB CCC CCC BBB BBB BBB BBB CCB CBB CBB CBB CBB CCB CCC CBB CCB CCC CCC CBB CCC CCC CCC CCC CCC CCC CCB CBB CCC BBB CBB CBB BBB CBB CCC CCB BBB BBB CCC BBB BBB CBB CBB BBB BBB CCB CBB CCB CBB CCB CCC CBB CCB CCB CCC BBB CCC CCC CCB CCB BBB 
CBB CBB CBB CCB BBB CCB BBB CCC BBB CCB BBB BBB CBB BBB CBB BBB CCB BBB CBB CCB BBB CBB CCB CCC BBB CCC CCB BBB BBB CBB CBB BBB BBB CCB CCB BBB CCC BBB BBB CCC CCB CCC BBB CCB CCC BBB CCC CCC CCB CCB CCB CCC CCC BBB CCC CBB CBB CBB BBB BBB CCB CCB CBB CCB CCB CCC CCC CBB CCC CCB CBB CCC CCC CCB CCB CCB BBB CCB CCB CBB CBB CCC CBB BBB BBB CCC CBB BBB CCB CCC CCB CBB BBB CCB CBB CCC BBB CCC BBB CBB 
CCC BBB CBB CBB BBB CBB BBB CBB CCC BBB BBB CCB BBB CBB CBB CCB CBB CBB CCB BBB CCC CBB CCC CCC CBB CCC CCC CCB CCB BBB CCB CCC CCB CCB BBB CBB CCC BBB CBB CCC CBB BBB CCB CCC BBB CBB CCC BBB CCB CCC CBB CBB CBB CBB CBB CCB CBB BBB CCC CCB CBB BBB CBB CBB BBB CCC BBB CCB CBB BBB CCB CCB CCC BBB CCC CCB CCB BBB CCC CCC CCC BBB CBB BBB CCB BBB CCC CCB BBB CBB CCB BBB CCB CCC CCC CCC CBB CBB BBB CCC 
CCB BBB BBB CCB BBB CCC CCB CCC CCB CCC CCC CCB BBB CCB BBB BBB BBB CBB CCC CCB CCB CCB BBB CCC CBB CCC BBB CCC CBB CCC BBB CBB CBB BBB CBB CCC CCC CCC CBB CCB CBB CBB CCB BBB CCC BBB CCB CCC CCB BBB CBB BBB BBB CBB CCB CBB BBB CCB CBB BBB CCC BBB CCB CCC CCB CBB BBB CCC CCB CCC BBB CCB CBB CCC CBB CCC BBB CCB CCC BBB CBB CCB CBB BBB BBB CBB CCC CBB BBB BBB CCC CCC CCB CCB CCB CCB BBB CBB BBB BBB 
CBB CCB CCC BBB CCC CCB CBB CBB CBB CCC BBB CCB CCB BBB BBB CCC CCB BBB CCB CCC CCB BBB CBB CCB CCB CCB CCC CCC CCB CCB CCC CCB CCB BBB BBB BBB CCB CCB CCC CBB CCB CCC CCB CBB CBB BBB CBB CCB CCC CCB CCC CBB CCB CCB CCB BBB CCC BBB CCC CCB CCB CBB CCC CCC CBB CBB BBB BBB CBB CCB CCC CCC CBB CBB CBB CCB CCB CCB CCB CCC CBB CCC BBB BBB CBB CCB CCC CCB CCC BBB BBB BBB CCC CCB BBB CBB BBB CBB CCB BBB 
CCB CCC CCB CCB BBB CCC CCC CCC BBB BBB CBB CCC BBB CCC CCC CBB CCC BBB CCC BBB CCB CCC BBB CBB BBB CCB CCC BBB CCB CCB CCC CCB BBB BBB BBB CCC CCB CBB CBB CCB CBB CCC CBB BBB CCB BBB CBB CCB CBB CCC CCC CCC CCB BBB CCC CCC CBB CCC CCC CCB BBB CCB CCC CCC CBB CBB CCC BBB CCB CCB BBB CBB CCB CCB CCB CCB BBB CBB CCC CCC CCC CBB CCC CCB BBB BBB BBB CCC CBB CCC CCB BBB BBB BBB CCC BBB CCC CCB CBB BBB 
CBB CBB CCC CCC CCC CBB CBB CCB CCB BBB CCC BBB BBB CCB BBB CCC CBB CCC CCC BBB CCC CCB CCC CBB BBB BBB CCC CCC BBB CBB BBB CCB BBB CCC BBB CBB CCB CCB BBB CCC BBB CCC CBB BBB BBB CCC BBB CCB BBB CCB CCB CCC CBB CCC CBB CCB CCB CBB CBB BBB CBB BBB CCC CCB CCB BBB CBB BBB CCC CCB BBB BBB CBB CBB CCC CCC BBB BBB CBB BBB CCB BBB BBB BBB CCC CBB BBB CCC CCB CCC CCB CBB CBB CCC CCC CBB CCB CCC BBB BBB 
BBB CBB BBB CCC CCB BBB BBB BBB BBB CBB BBB BBB BBB BBB BBB BBB CBB CCC CCC BBB CCC BBB BBB BBB BBB CBB CCB BBB CCC CCC CBB BBB BBB BBB CCC CCC BBB CCC CCC CCB BBB BBB BBB BBB CBB BBB CCC CCC CCB CCC CBB CCC CCB CBB CCB CCB CBB BBB CCC CCB BBB CCB CCB BBB CCB BBB BBB CCC CCC BBB CBB CBB CCB CCC BBB BBB BBB CCC CCB BBB CBB CCB BBB BBB BBB CCB CBB CCC BBB BBB CCC CBB CBB CCC CCC CCC CBB CCB CCC BBB 
CCC BBB BBB BBB CCC BBB BBB BBB BBB CCC BBB BBB CCC BBB BBB BBB CCC BBB BBB CCC CCB BBB CCC CBB BBB CBB CCB CCC CCC BBB BBB BBB BBB BBB BBB CCC BBB CCC CCB CBB CCC CCB BBB BBB BBB BBB CBB BBB CCC CBB CCC BBB CCC CCC BBB BBB CCC BBB BBB CCC CBB BBB BBB BBB BBB BBB BBB BBB BBB BBB BBB CCC CCC CCC BBB BBB BBB BBB CCC BBB CCC BBB BBB CCC BBB BBB CBB CBB BBB CCC BBB BBB BBB CCB BBB BBB BBB BBB BBB BBB 
BBB CCC BBB CCC BBB BBB BBB BBB BBB BBB BBB BBB BBB BBB BBB CCC CCC CCC CCC BBB BBB CCC BBB BBB BBB CBB BBB CCB BBB BBB CCC BBB BBB BBB BBB BBB BBB CCC CCB CCC BBB CCC BBB BBB BBB CCC BBB BBB CCC BBB BBB BBB BBB BBB CCC BBB CCB BBB CCC BBB BBB BBB BBB BBB BBB CCC BBB BBB BBB BBB BBB CCC CCB BBB BBB BBB BBB BBB CCC CCB BBB BBB BBB BBB BBB BBB BBB CCB CCC CCB CCC BBB BBB CCB CCC BBB BBB CCC CCC BBB 
